Index,Area_unit_2013_code,Area_unit_2013_label,Victimisations_calendar_year_2015,Population_mid_point_2015, Rate_per_10000_population , Rate_ratio_NZ_average_rate ,Urban_area_2013_code,Urban_area_2013_label,Urban_area_type,Territorial_authority_area_2013_code,Territorial_authority_area_2013_label,Region_2013_code,Region_2013_label
240,561700,Foxton,25,2750,91,1.7,260,Foxton Community,Minor urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
241,593900,Bromley,25,3200,78,1.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
242,553101,Stratford West,25,3340,75,1.4,249,Stratford,Minor urban area,34,Stratford District,7,Taranaki Region
243,568303,Naenae South,25,3580,70,1.3,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
244,523109,Dannemora,25,4240,59,1.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
245,608600,Cromwell,25,4510,55,1.1,292,Cromwell,Minor urban area,69,Central Otago District,14,Otago Region
246,584201,Richmond East,25,6330,39,0.8,21,Nelson,Main urban area,51,Tasman District,16,Tasman Region
247,564520,Trentham South,24,1150,209,4,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
248,544802,Tamarau,24,2560,94,1.8,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
249,531003,Te Awamutu East,24,3070,78,1.5,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
250,548612,Lochain,24,3080,78,1.5,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
251,521801,Otahuhu North,24,3110,77,1.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
252,562710,Highbury,24,3360,71,1.4,16,Palmerston North,Main urban area,40,Palmerston North City,8,Manawatu-Wanganui Region
253,548611,Kingsley-Chatham,24,3380,71,1.4,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
254,560720,Feilding West,24,3960,61,1.2,106,Feilding,Secondary urban area,39,Manawatu District,8,Manawatu-Wanganui Region
255,504000,Sherwood Rise,24,4170,58,1.1,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
256,592600,Edgeware,24,4300,56,1.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
257,532000,Te Kuiti,24,4560,53,1,219,Te Kuiti,Minor urban area,20,Waitomo District,3,Waikato Region
258,529200,Melville,24,5140,47,0.9,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
259,516400,Orakei North,24,5910,41,0.8,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
260,524303,Kohuora,24,6630,36,0.7,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
261,505805,Orewa,24,9170,26,0.5,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
262,523112,Highbrook,23,40,"5,750",109.9,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
263,568301,Avalon East,23,2410,95,1.8,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
264,601030,Oamaru Central,23,2610,88,1.7,114,Oamaru,Secondary urban area,68,Waitaki District,14,Otago Region
265,509000,Paremoremo East,23,2880,80,1.5,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
266,581100,Picton,23,2920,79,1.5,268,Picton,Minor urban area,53,Marlborough District,18,Marlborough Region
267,568501,Epuni West,23,3080,75,1.4,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
268,568202,Taita South,23,3100,74,1.4,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
269,567400,Elderslea,23,3360,68,1.3,17,Upper Hutt Zone,Main urban area,45,Upper Hutt City,9,Wellington Region
270,594020,Ferrymead,23,3400,68,1.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
271,528700,Beerescourt,23,3470,66,1.3,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
272,517701,Sandringham North,23,3530,65,1.2,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
273,564210,Levin North,23,3640,63,1.2,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
274,538741,Owhata West,23,3690,62,1.2,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
275,547600,Mahora,23,3710,62,1.2,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
276,535502,Matamata South,23,4510,51,1,232,Matamata,Minor urban area,15,Matamata-Piako District,3,Waikato Region
277,559500,Marton,23,4780,48,0.9,259,Marton,Minor urban area,38,Rangitikei District,8,Manawatu-Wanganui Region
278,514801,Rosebank,23,5190,44,0.8,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
279,508310,Glenfield Central,23,5210,44,0.8,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
280,523722,Redoubt North,23,5460,42,0.8,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
281,513530,Royal Heights,23,6700,34,0.7,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
282,582700,Kirks,22,900,244,4.7,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
283,501400,Kawakawa,22,1390,158,3,206,Kawakawa,Minor urban area,1,Far North District,1,Northland Region
284,513511,Westgate,22,1450,152,2.9,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
285,611400,Georgetown,22,2420,91,1.7,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
286,524403,Favona West,22,3010,73,1.4,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
287,515431,Surrey Crescent,22,3240,68,1.3,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
288,537500,Gate Pa,22,3270,67,1.3,9,Tauranga,Main urban area,23,Tauranga City,4,Bay of Plenty Region
289,529800,Clarkin,22,3330,66,1.3,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
290,591101,Cashmere West,22,3380,65,1.2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
291,570100,Wilford,22,3430,64,1.2,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
292,502201,Tikipunga West,22,3480,63,1.2,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
293,515302,Ponsonby East,22,3790,58,1.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
294,551301,Waitara West,22,3840,57,1.1,247,Waitara,Minor urban area,33,New Plymouth District,7,Taranaki Region
295,571400,Waitangirua,22,4300,51,1,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
296,544200,Mangapapa,22,4610,48,0.9,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
297,595600,North Beach,22,4790,46,0.9,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
298,523920,Takanini West,22,4910,45,0.9,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
299,604210,Caversham,22,4960,44,0.8,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
300,514802,Avondale West,22,5400,41,0.8,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
301,524812,Weymouth East,22,5540,40,0.8,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
302,581250,Redwoodtown,22,5620,39,0.7,26,Blenheim,Main urban area,53,Marlborough District,18,Marlborough Region
303,555800,Castlecliff South,21,1320,159,3,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
304,559400,Taihape,21,1640,128,2.4,258,Taihape,Minor urban area,38,Rangitikei District,8,Manawatu-Wanganui Region
305,542700,Murupara,21,1770,119,2.3,240,Murupara,Minor urban area,25,Whakatane District,4,Bay of Plenty Region
306,611220,Crinan,21,1860,113,2.2,24,Invercargill,Main urban area,75,Invercargill City,15,Southland Region
307,581400,Kaikoura Township,21,2040,103,2,269,Kaikoura,Minor urban area,54,Kaikoura District,13,Canterbury Region
308,583000,Tahunanui,21,2230,94,1.8,21,Nelson,Main urban area,52,Nelson City,17,Nelson Region
309,570700,Elsdon-Takapuwahia,21,2370,89,1.7,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
310,568103,Delaney,21,2540,83,1.6,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
311,529502,Insoll,21,2850,74,1.4,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
312,550102,Dannevirke East,21,3050,69,1.3,245,Dannevirke,Minor urban area,41,Tararua District,8,Manawatu-Wanganui Region
313,528503,Crawshaw,21,3150,67,1.3,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
314,542422,Whakatane West,21,3290,64,1.2,104,Whakatane,Secondary urban area,25,Whakatane District,4,Bay of Plenty Region
315,513213,Ranui Domain,21,3420,61,1.2,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
316,531002,Te Awamutu Central,21,3560,59,1.1,8,Te Awamutu Zone,Main urban area,17,Waipa District,3,Waikato Region
317,523816,Randwick Park,21,3840,55,1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
318,507101,Browns Bay,21,4510,47,0.9,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
319,518801,Walmsley,21,4550,46,0.9,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
320,520402,Hamlin,21,5620,37,0.7,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
321,573400,Mt Victoria West,21,5970,35,0.7,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
322,513631,Waimumu North,21,6340,33,0.6,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
323,523404,Grange,20,700,286,5.5,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
324,610230,Central Gore,20,800,250,4.8,301,Gore,Minor urban area,74,Gore District,15,Southland Region
325,569900,Petone Central,20,920,217,4.2,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
326,593400,Avonside,20,1890,106,2,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
327,539200,Fairy Springs,20,2130,94,1.8,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
328,593600,Linwood North,20,2620,76,1.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
329,585140,Greymouth South,20,2850,70,1.3,111,Greymouth,Secondary urban area,56,Grey District,12,West Coast Region
330,517902,Owairaka West,20,2860,70,1.3,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
331,506800,Helensville,20,2880,69,1.3,213,Helensville,Minor urban area,76,Auckland,2,Auckland Region
332,589100,Jellie Park,20,2940,68,1.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
333,586306,Rangiora North,20,3520,57,1.1,116,Rangiora,Secondary urban area,59,Waimakariri District,13,Canterbury Region
334,581240,Whitney,20,4470,45,0.9,26,Blenheim,Main urban area,53,Marlborough District,18,Marlborough Region
335,572600,Tawa Central,20,4600,43,0.8,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
336,587500,Hornby South,20,5350,37,0.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
337,525921,Pukekohe West,20,7450,27,0.5,101,Pukekohe,Secondary urban area,76,Auckland,2,Auckland Region
338,585130,Greymouth Central,19,580,328,6.3,111,Greymouth,Secondary urban area,56,Grey District,12,West Coast Region
339,515500,Arch Hill,19,1870,102,1.9,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
340,564232,Levin South,19,1920,99,1.9,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
341,502400,Otangarei,19,2110,90,1.7,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
342,593200,Richmond North,19,2380,80,1.5,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
343,547800,Frimley,19,2410,79,1.5,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
344,546902,Mclean Park,19,2440,78,1.5,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
345,570400,Titahi Bay North,19,2580,74,1.4,19,Porirua Zone,Main urban area,44,Porirua City,9,Wellington Region
346,606210,Mosgiel South,19,2790,68,1.3,23,Dunedin,Main urban area,71,Dunedin City,14,Otago Region
347,546802,Bluff Hill,19,2820,67,1.3,12,Napier Zone,Main urban area,31,Napier City,6,Hawke's Bay Region
348,593000,Wainoni,19,2850,67,1.3,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
349,600500,Waimate,19,2920,65,1.2,288,Waimate,Minor urban area,66,Waimate District,13,Canterbury Region
350,526500,Raglan,19,3070,62,1.2,216,Raglan,Minor urban area,13,Waikato District,3,Waikato Region
351,522723,Elsmore Park,19,3210,59,1.1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
352,503800,Raumanga West,19,3240,59,1.1,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
353,524713,Rowandale,19,3570,53,1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
354,524405,Favona South,19,3730,51,1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
355,502102,Kamo East,19,3840,49,0.9,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
356,519900,Oranga,19,4510,42,0.8,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
357,592402,St Albans East,19,4930,39,0.7,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
358,511401,Fruitvale,19,4950,38,0.7,3,Western Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
359,579700,Carterton,19,5030,38,0.7,264,Carterton,Minor urban area,49,Carterton District,9,Wellington Region
360,592000,Aorangi,19,5800,33,0.6,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
361,556900,Wanganui Central,18,1240,145,2.8,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
362,570000,Esplanade,18,2510,72,1.4,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
363,533501,Moanataiari,18,2520,71,1.4,226,Thames,Minor urban area,11,Thames-Coromandel District,3,Waikato Region
364,524902,Manurewa East,18,2720,66,1.3,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
365,587830,Islington,18,3170,57,1.1,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
366,533603,Hikuai,18,3410,53,1,502,Rural (Incl.some Off Shore Islands),Rural area,11,Thames-Coromandel District,3,Waikato Region
367,525530,Rosehill,18,3550,51,1,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
368,524711,Burbank,18,3770,48,0.9,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
369,592701,Shirley West,18,3900,46,0.9,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
370,573700,Johnsonville Central,18,3920,46,0.9,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
371,501806,Marsden Point-Ruakaka,18,4010,45,0.9,502,Rural (Incl.some Off Shore Islands),Rural area,2,Whangarei District,1,Northland Region
372,579200,Lansdowne,18,4130,44,0.8,109,Masterton,Secondary urban area,48,Masterton District,9,Wellington Region
373,534300,Paeroa,18,4280,42,0.8,228,Paeroa,Minor urban area,12,Hauraki District,3,Waikato Region
374,533502,Parawai,18,4500,40,0.8,226,Thames,Minor urban area,11,Thames-Coromandel District,3,Waikato Region
375,547900,Raureka,18,4510,40,0.8,13,Hastings Zone,Main urban area,30,Hastings District,6,Hawke's Bay Region
376,524122,Viscount,18,4510,40,0.8,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
377,525630,Papakura North East,18,4600,39,0.7,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
378,518702,Hillsborough East,18,4870,37,0.7,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
379,508210,Kaipatiki,18,5010,36,0.7,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
380,523113,Greenmount,18,5130,35,0.7,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
381,524530,Harania East,18,5630,32,0.6,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
382,594800,Barrington North,18,5770,31,0.6,22,Christchurch,Main urban area,60,Christchurch City,13,Canterbury Region
383,520201,Ellerslie North,18,6870,26,0.5,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
384,508420,Target Road,18,7260,25,0.5,2,Northern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
385,523713,Ormiston,18,7310,25,0.5,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
386,518701,Hillsborough West,18,8300,22,0.4,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
387,503300,Horahora,17,1160,147,2.8,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
388,581602,Takaka,17,1290,132,2.5,270,Takaka,Minor urban area,51,Tasman District,16,Tasman Region
389,568701,Waiwhetu North,17,1460,116,2.2,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
390,516001,Mt Hobson,17,1530,111,2.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
391,556400,Gonville West,17,1590,107,2,15,Wanganui,Main urban area,37,Wanganui District,8,Manawatu-Wanganui Region
392,544900,Riverdale,17,2280,75,1.4,11,Gisborne,Main urban area,28,Gisborne District,5,Gisborne Region
393,503600,Morningside,17,2350,72,1.4,1,Whangarei,Main urban area,2,Whangarei District,1,Northland Region
394,565200,Homedale West,17,2550,67,1.3,18,Lower Hutt Zone,Main urban area,46,Lower Hutt City,9,Wellington Region
395,599700,Parkside,17,2580,66,1.3,113,Timaru,Secondary urban area,64,Timaru District,13,Canterbury Region
396,529900,Claudelands,17,2660,64,1.2,6,Hamilton Zone,Main urban area,16,Hamilton City,3,Waikato Region
397,525002,Beaumont,17,2660,64,1.2,5,Southern Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
398,517002,Glen Innes East,17,3000,57,1.1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
399,577000,Lyall Bay-Airport-Moa Point,17,3150,54,1,20,Wellington Zone,Main urban area,47,Wellington City,9,Wellington Region
400,538601,Ngongotaha North,17,3250,52,1,10,Rotorua,Main urban area,24,Rotorua District,4,Bay of Plenty Region
401,515600,Eden Terrace,17,3260,52,1,4,Central Auckland Zone,Main urban area,76,Auckland,2,Auckland Region
402,526103,Waiuku West,17,3390,50,1,215,Waiuku,Minor urban area,76,Auckland,2,Auckland Region
403,564231,Playford Park,17,3480,49,0.9,107,Levin,Secondary urban area,42,Horowhenua District,8,Manawatu-Wanganui Region
